Detector, Descriptor, Matcher, Selector, Number of Keypoints, Size of Neighborhood, Number of Matched Keypoints, Time (ms Keypoints Detection), Time (ms Descriptor Extraction), Time (ms Total)
AKAZE, BRIEF, MAT_BF, SEL_NN, 164, 4.8, 163, 86.4071, 0.44201, 86.8491
AKAZE, BRIEF, MAT_BF, SEL_NN, 173, 4.8, 164, 76.993, 0.449298, 77.4423
AKAZE, BRIEF, MAT_BF, SEL_NN, 175, 4.8, 173, 84.0214, 0.508119, 84.5295
AKAZE, BRIEF, MAT_BF, SEL_NN, 177, 4.8, 175, 73.3017, 0.452996, 73.7547
AKAZE, BRIEF, MAT_BF, SEL_NN, 179, 4.8, 177, 75.5141, 0.479787, 75.9939
AKAZE, BRIEF, MAT_BF, SEL_KNN, 157, 4.8, 141, 73.6767, 0.533337, 74.2101
AKAZE, BRIEF, MAT_BF, SEL_KNN, 161, 4.8, 134, 85.3247, 0.611453, 85.9362
AKAZE, BRIEF, MAT_BF, SEL_KNN, 155, 4.8, 131, 77.3903, 0.956049, 78.3464
AKAZE, BRIEF, MAT_BF, SEL_KNN, 163, 4.8, 130, 81.5333, 0.609288, 82.1426
AKAZE, BRIEF, MAT_BF, SEL_KNN, 164, 4.8, 134, 77.0748, 0.529614, 77.6044
AKAZE, BRIEF, MAT_BF, SEL_KNN, 173, 4.8, 146, 89.5451, 0.564997, 90.1101
AKAZE, BRIEF, MAT_BF, SEL_KNN, 175, 4.8, 150, 77.7395, 0.785532, 78.5251
AKAZE, BRIEF, MAT_BF, SEL_KNN, 177, 4.8, 148, 73.9771, 0.698848, 74.676
AKAZE, BRIEF, MAT_BF, SEL_KNN, 179, 4.8, 152, 74.7166, 0.711223, 75.4278
AKAZE, BRIEF, MAT_FLANN, SEL_NN, 157, 4.8, 166, 80.4302, 1.82007, 82.2503
AKAZE, BRIEF, MAT_FLANN, SEL_NN, 161, 4.8, 157, 79.3718, 1.73628, 81.1081
AKAZE, BRIEF, MAT_FLANN, SEL_NN, 155, 4.8, 161, 78.8911, 1.94035, 80.8314
AKAZE, BRIEF, MAT_FLANN, SEL_NN, 163, 4.8, 155, 82.2859, 1.8596, 84.1455
AKAZE, BRIEF, MAT_FLANN, SEL_NN, 164, 4.8, 163, 80.0252, 1.73264, 81.7579
AKAZE, BRIEF, MAT_FLANN, SEL_NN, 173, 4.8, 164, 79.145, 1.82096, 80.966
AKAZE, BRIEF, MAT_FLANN, SEL_NN, 175, 4.8, 173, 83.9847, 1.95799, 85.9427
AKAZE, BRIEF, MAT_FLANN, SEL_NN, 177, 4.8, 175, 73.257, 2.20381, 75.4608
AKAZE, BRIEF, MAT_FLANN, SEL_NN, 179, 4.8, 177, 76.4787, 2.6844, 79.1631
AKAZE, BRIEF, MAT_FLANN, SEL_KNN, 157, 4.8, 110, 78.2227, 2.22566, 80.4483
AKAZE, BRIEF, MAT_FLANN, SEL_KNN, 161, 4.8, 116, 75.3129, 2.22997, 77.5429
AKAZE, BRIEF, MAT_FLANN, SEL_KNN, 155, 4.8, 110, 73.5171, 2.2847, 75.8017
AKAZE, BRIEF, MAT_FLANN, SEL_KNN, 163, 4.8, 109, 80.6279, 1.9398, 82.5677
AKAZE, BRIEF, MAT_FLANN, SEL_KNN, 164, 4.8, 117, 77.2472, 2.29038, 79.5376
AKAZE, BRIEF, MAT_FLANN, SEL_KNN, 173, 4.8, 129, 85.4297, 2.2954, 87.7251
AKAZE, BRIEF, MAT_FLANN, SEL_KNN, 175, 4.8, 132, 80.5279, 2.24894, 82.7769
AKAZE, BRIEF, MAT_FLANN, SEL_KNN, 177, 4.8, 135, 76.6618, 3.0679, 79.7297
AKAZE, BRIEF, MAT_FLANN, SEL_KNN, 179, 4.8, 134, 84.8185, 2.14223, 86.9607
AKAZE, ORB, MAT_BF, SEL_NN, 157, 4.8, 166, 76.3481, 0.560648, 76.9087
AKAZE, ORB, MAT_BF, SEL_NN, 161, 4.8, 157, 76.2826, 0.406527, 76.6891
AKAZE, ORB, MAT_BF, SEL_NN, 155, 4.8, 161, 71.1991, 0.425638, 71.6248
AKAZE, ORB, MAT_BF, SEL_NN, 163, 4.8, 155, 68.7325, 0.450491, 69.183
AKAZE, ORB, MAT_BF, SEL_NN, 164, 4.8, 163, 82.6395, 0.386488, 83.0259
AKAZE, ORB, MAT_BF, SEL_NN, 173, 4.8, 164, 68.1121, 0.453781, 68.5659
AKAZE, ORB, MAT_BF, SEL_NN, 175, 4.8, 173, 77.1203, 0.562142, 77.6825
AKAZE, ORB, MAT_BF, SEL_NN, 177, 4.8, 175, 75.9536, 0.455087, 76.4087
AKAZE, ORB, MAT_BF, SEL_NN, 179, 4.8, 177, 83.2113, 0.483598, 83.6949
AKAZE, ORB, MAT_BF, SEL_KNN, 157, 4.8, 131, 77.0584, 0.47498, 77.5334
AKAZE, ORB, MAT_BF, SEL_KNN, 161, 4.8, 129, 86.7891, 0.591819, 87.3809
AKAZE, ORB, MAT_BF, SEL_KNN, 155, 4.8, 127, 77.7611, 0.496743, 78.2579
AKAZE, ORB, MAT_BF, SEL_KNN, 163, 4.8, 117, 74.7701, 0.479551, 75.2497
AKAZE, ORB, MAT_BF, SEL_KNN, 164, 4.8, 130, 74.5876, 0.506802, 75.0944
AKAZE, ORB, MAT_BF, SEL_KNN, 173, 4.8, 131, 84.0341, 0.496768, 84.5309
AKAZE, ORB, MAT_BF, SEL_KNN, 175, 4.8, 137, 78.0655, 0.639285, 78.7048
AKAZE, ORB, MAT_BF, SEL_KNN, 177, 4.8, 135, 77.4038, 0.587338, 77.9911
AKAZE, ORB, MAT_BF, SEL_KNN, 179, 4.8, 145, 69.593, 0.535098, 70.1281
AKAZE, ORB, MAT_FLANN, SEL_NN, 157, 4.8, 166, 76.3589, 1.75469, 78.1136
AKAZE, ORB, MAT_FLANN, SEL_NN, 161, 4.8, 157, 78.7713, 1.85695, 80.6283
AKAZE, ORB, MAT_FLANN, SEL_NN, 155, 4.8, 161, 79.2694, 1.94224, 81.2117
AKAZE, ORB, MAT_FLANN, SEL_NN, 163, 4.8, 155, 81.1652, 2.06003, 83.2252
AKAZE, ORB, MAT_FLANN, SEL_NN, 164, 4.8, 163, 75.3527, 1.93329, 77.286
AKAZE, ORB, MAT_FLANN, SEL_NN, 173, 4.8, 164, 68.5336, 2.4584, 70.992
AKAZE, ORB, MAT_FLANN, SEL_NN, 175, 4.8, 173, 71.7065, 2.17498, 73.8814
AKAZE, ORB, MAT_FLANN, SEL_NN, 177, 4.8, 175, 74.9861, 2.22647, 77.2126
AKAZE, ORB, MAT_FLANN, SEL_NN, 179, 4.8, 177, 77.6979, 2.21277, 79.9107
AKAZE, ORB, MAT_FLANN, SEL_KNN, 157, 4.8, 102, 77.7593, 2.1008, 79.8601
AKAZE, ORB, MAT_FLANN, SEL_KNN, 161, 4.8, 95, 71.8739, 2.28791, 74.1618
AKAZE, ORB, MAT_FLANN, SEL_KNN, 155, 4.8, 95, 74.9185, 1.93261, 76.8511
AKAZE, ORB, MAT_FLANN, SEL_KNN, 163, 4.8, 86, 79.1113, 2.22529, 81.3366
AKAZE, ORB, MAT_FLANN, SEL_KNN, 164, 4.8, 93, 76.3356, 1.91259, 78.2482
AKAZE, ORB, MAT_FLANN, SEL_KNN, 173, 4.8, 117, 81.8386, 2.28603, 84.1246
AKAZE, ORB, MAT_FLANN, SEL_KNN, 175, 4.8, 101, 72.2759, 2.16062, 74.4365
AKAZE, ORB, MAT_FLANN, SEL_KNN, 177, 4.8, 115, 82.3337, 2.3323, 84.666
AKAZE, ORB, MAT_FLANN, SEL_KNN, 179, 4.8, 120, 76.2884, 2.54542, 78.8338
AKAZE, FREAK, MAT_BF, SEL_NN, 157, 4.8, 166, 70.3957, 0.456855, 70.8526
AKAZE, FREAK, MAT_BF, SEL_NN, 161, 4.8, 157, 70.2925, 0.43955, 70.7321
AKAZE, FREAK, MAT_BF, SEL_NN, 155, 4.8, 161, 72.1956, 0.422956, 72.6185
AKAZE, FREAK, MAT_BF, SEL_NN, 163, 4.8, 155, 71.7849, 0.4588, 72.2437
AKAZE, FREAK, MAT_BF, SEL_NN, 164, 4.8, 163, 75.8604, 0.493837, 76.3542
AKAZE, FREAK, MAT_BF, SEL_NN, 173, 4.8, 164, 70.5851, 0.457957, 71.043
AKAZE, FREAK, MAT_BF, SEL_NN, 175, 4.8, 173, 73.8825, 0.475477, 74.358
AKAZE, FREAK, MAT_BF, SEL_NN, 177, 4.8, 175, 71.0929, 0.485269, 71.5782
AKAZE, FREAK, MAT_BF, SEL_NN, 179, 4.8, 177, 81.5507, 0.521537, 82.0722
AKAZE, FREAK, MAT_BF, SEL_KNN, 157, 4.8, 126, 77.6312, 0.615722, 78.2469
AKAZE, FREAK, MAT_BF, SEL_KNN, 161, 4.8, 129, 77.671, 0.526075, 78.1971
AKAZE, FREAK, MAT_BF, SEL_KNN, 155, 4.8, 127, 76.6693, 0.614409, 77.2837
AKAZE, FREAK, MAT_BF, SEL_KNN, 163, 4.8, 121, 76.0594, 0.588348, 76.6477
AKAZE, FREAK, MAT_BF, SEL_KNN, 164, 4.8, 122, 74.0721, 0.603731, 74.6758
AKAZE, FREAK, MAT_BF, SEL_KNN, 173, 4.8, 133, 80.4225, 0.6101, 81.0326
AKAZE, FREAK, MAT_BF, SEL_KNN, 175, 4.8, 144, 73.73, 0.59231, 74.3223
AKAZE, FREAK, MAT_BF, SEL_KNN, 177, 4.8, 147, 80.2686, 0.6726, 80.9412
AKAZE, FREAK, MAT_BF, SEL_KNN, 179, 4.8, 138, 71.694, 0.618001, 72.312
AKAZE, FREAK, MAT_FLANN, SEL_NN, 157, 4.8, 166, 72.6952, 2.1128, 74.808
AKAZE, FREAK, MAT_FLANN, SEL_NN, 161, 4.8, 157, 78.3111, 2.28136, 80.5924
AKAZE, FREAK, MAT_FLANN, SEL_NN, 155, 4.8, 161, 78.6242, 2.2218, 80.846
AKAZE, FREAK, MAT_FLANN, SEL_NN, 163, 4.8, 155, 85.7894, 2.085, 87.8744
AKAZE, FREAK, MAT_FLANN, SEL_NN, 164, 4.8, 163, 75.75, 2.38063, 78.1306
AKAZE, FREAK, MAT_FLANN, SEL_NN, 173, 4.8, 164, 82.813, 2.52604, 85.3391
AKAZE, FREAK, MAT_FLANN, SEL_NN, 175, 4.8, 173, 77.6423, 2.61196, 80.2543
AKAZE, FREAK, MAT_FLANN, SEL_NN, 177, 4.8, 175, 84.216, 2.3178, 86.5338
AKAZE, FREAK, MAT_FLANN, SEL_NN, 179, 4.8, 177, 70.7468, 2.66422, 73.411
AKAZE, FREAK, MAT_FLANN, SEL_KNN, 157, 4.8, 103, 74.6607, 2.48208, 77.1428
AKAZE, FREAK, MAT_FLANN, SEL_KNN, 161, 4.8, 103, 85.2448, 2.56567, 87.8105
AKAZE, FREAK, MAT_FLANN, SEL_KNN, 155, 4.8, 93, 76.8751, 2.43005, 79.3052
AKAZE, FREAK, MAT_FLANN, SEL_KNN, 163, 4.8, 101, 76.5313, 2.3073, 78.8386
AKAZE, FREAK, MAT_FLANN, SEL_KNN, 164, 4.8, 96, 74.6089, 2.46476, 77.0737
AKAZE, FREAK, MAT_FLANN, SEL_KNN, 173, 4.8, 115, 76.7601, 2.43654, 79.1966
AKAZE, FREAK, MAT_FLANN, SEL_KNN, 175, 4.8, 123, 67.8267, 2.69782, 70.5246
AKAZE, FREAK, MAT_FLANN, SEL_KNN, 177, 4.8, 116, 70.69, 2.52603, 73.216
AKAZE, FREAK, MAT_FLANN, SEL_KNN, 179, 4.8, 118, 74.3628, 2.62748, 76.9903
AKAZE, AKAZE, MAT_BF, SEL_NN, 157, 4.8, 166, 75.2273, 0.658613, 75.8859
AKAZE, AKAZE, MAT_BF, SEL_NN, 161, 4.8, 157, 77.2982, 0.63617, 77.9343
AKAZE, AKAZE, MAT_BF, SEL_NN, 155, 4.8, 161, 71.1171, 0.463397, 71.5805
AKAZE, AKAZE, MAT_BF, SEL_NN, 163, 4.8, 155, 67.3905, 0.466227, 67.8567
AKAZE, AKAZE, MAT_BF, SEL_NN, 164, 4.8, 163, 69.9381, 0.4706, 70.4087
AKAZE, AKAZE, MAT_BF, SEL_NN, 173, 4.8, 164, 69.4219, 0.484684, 69.9066
AKAZE, AKAZE, MAT_BF, SEL_NN, 175, 4.8, 173, 71.5007, 0.546956, 72.0477
AKAZE, AKAZE, MAT_BF, SEL_NN, 177, 4.8, 175, 75.2978, 0.569454, 75.8673
AKAZE, AKAZE, MAT_BF, SEL_NN, 179, 4.8, 177, 79.3782, 0.688164, 80.0664
AKAZE, AKAZE, MAT_BF, SEL_KNN, 157, 4.8, 138, 72.508, 0.697622, 73.2056
AKAZE, AKAZE, MAT_BF, SEL_KNN, 161, 4.8, 138, 74.2768, 0.554421, 74.8312
AKAZE, AKAZE, MAT_BF, SEL_KNN, 155, 4.8, 133, 81.6535, 0.558679, 82.2121
AKAZE, AKAZE, MAT_BF, SEL_KNN, 163, 4.8, 127, 78.628, 0.569813, 79.1978
AKAZE, AKAZE, MAT_BF, SEL_KNN, 164, 4.8, 129, 77.0322, 0.624246, 77.6565
AKAZE, AKAZE, MAT_BF, SEL_KNN, 173, 4.8, 146, 75.0451, 0.603773, 75.6488
AKAZE, AKAZE, MAT_BF, SEL_KNN, 175, 4.8, 147, 78.7983, 0.745567, 79.5438
AKAZE, AKAZE, MAT_BF, SEL_KNN, 177, 4.8, 151, 78.1418, 0.680847, 78.8226
AKAZE, AKAZE, MAT_BF, SEL_KNN, 179, 4.8, 150, 74.6597, 0.659161, 75.3189
AKAZE, AKAZE, MAT_FLANN, SEL_NN, 157, 4.8, 166, 74.1769, 2.24484, 76.4218
AKAZE, AKAZE, MAT_FLANN, SEL_NN, 161, 4.8, 157, 79.5622, 2.32668, 81.8889
AKAZE, AKAZE, MAT_FLANN, SEL_NN, 155, 4.8, 161, 80.2896, 2.17775, 82.4673
AKAZE, AKAZE, MAT_FLANN, SEL_NN, 163, 4.8, 155, 73.5133, 2.332, 75.8453
AKAZE, AKAZE, MAT_FLANN, SEL_NN, 164, 4.8, 163, 80.5215, 2.07899, 82.6005
AKAZE, AKAZE, MAT_FLANN, SEL_NN, 173, 4.8, 164, 74.4389, 2.45389, 76.8927
AKAZE, AKAZE, MAT_FLANN, SEL_NN, 175, 4.8, 173, 80.2686, 2.26429, 82.5329
AKAZE, AKAZE, MAT_FLANN, SEL_NN, 177, 4.8, 175, 85.6798, 2.40249, 88.0823
AKAZE, AKAZE, MAT_FLANN, SEL_NN, 179, 4.8, 177, 67.8482, 2.40934, 70.2576
AKAZE, AKAZE, MAT_FLANN, SEL_KNN, 157, 4.8, 126, 79.7783, 2.58659, 82.3649
AKAZE, AKAZE, MAT_FLANN, SEL_KNN, 161, 4.8, 127, 86.2409, 2.35043, 88.5914
AKAZE, AKAZE, MAT_FLANN, SEL_KNN, 155, 4.8, 125, 78.4036, 2.62617, 81.0298
AKAZE, AKAZE, MAT_FLANN, SEL_KNN, 163, 4.8, 115, 80.9394, 2.53522, 83.4746
AKAZE, AKAZE, MAT_FLANN, SEL_KNN, 164, 4.8, 120, 80.0255, 2.38361, 82.4091
AKAZE, AKAZE, MAT_FLANN, SEL_KNN, 173, 4.8, 133, 76.9391, 2.24533, 79.1845
AKAZE, AKAZE, MAT_FLANN, SEL_KNN, 175, 4.8, 136, 79.5256, 2.74533, 82.2709
AKAZE, AKAZE, MAT_FLANN, SEL_KNN, 177, 4.8, 141, 78.1887, 2.68408, 80.8728
AKAZE, AKAZE, MAT_FLANN, SEL_KNN, 179, 4.8, 143, 72.7223, 2.66115, 75.3835
AKAZE, SIFT, MAT_BF, SEL_NN, 157, 4.8, 166, 71.4151, 0.632279, 72.0473
AKAZE, SIFT, MAT_BF, SEL_NN, 161, 4.8, 157, 72.8544, 0.680433, 73.5348
AKAZE, SIFT, MAT_BF, SEL_NN, 155, 4.8, 161, 72.7814, 0.606602, 73.388
AKAZE, SIFT, MAT_BF, SEL_NN, 163, 4.8, 155, 73.7443, 0.592893, 74.3372
AKAZE, SIFT, MAT_BF, SEL_NN, 164, 4.8, 163, 72.2613, 0.775392, 73.0367
AKAZE, SIFT, MAT_BF, SEL_NN, 173, 4.8, 164, 73.9796, 0.605627, 74.5852
AKAZE, SIFT, MAT_BF, SEL_NN, 175, 4.8, 173, 74.5207, 1.23616, 75.7569
AKAZE, SIFT, MAT_BF, SEL_NN, 177, 4.8, 175, 71.2291, 0.997368, 72.2265
AKAZE, SIFT, MAT_BF, SEL_NN, 179, 4.8, 177, 72.6405, 0.92457, 73.565
AKAZE, SIFT, MAT_BF, SEL_KNN, 157, 4.8, 134, 82.1184, 0.790241, 82.9086
AKAZE, SIFT, MAT_BF, SEL_KNN, 161, 4.8, 134, 77.8951, 0.615365, 78.5105
AKAZE, SIFT, MAT_BF, SEL_KNN, 155, 4.8, 130, 76.2539, 0.629222, 76.8832
AKAZE, SIFT, MAT_BF, SEL_KNN, 163, 4.8, 136, 79.1257, 0.692496, 79.8182
AKAZE, SIFT, MAT_BF, SEL_KNN, 164, 4.8, 137, 81.2179, 0.952687, 82.1706
AKAZE, SIFT, MAT_BF, SEL_KNN, 173, 4.8, 147, 76.765, 0.861826, 77.6268
AKAZE, SIFT, MAT_BF, SEL_KNN, 175, 4.8, 147, 62.6885, 1.31105, 63.9996
AKAZE, SIFT, MAT_BF, SEL_KNN, 177, 4.8, 154, 71.4409, 0.813126, 72.2541
AKAZE, SIFT, MAT_BF, SEL_KNN, 179, 4.8, 151, 88.8406, 0.934063, 89.7746
AKAZE, SIFT, MAT_FLANN, SEL_NN, 157, 4.8, 166, 74.1184, 2.76971, 76.8881
AKAZE, SIFT, MAT_FLANN, SEL_NN, 161, 4.8, 157, 76.9685, 3.74586, 80.7144
AKAZE, SIFT, MAT_FLANN, SEL_NN, 155, 4.8, 161, 83.3998, 3.09565, 86.4955
AKAZE, SIFT, MAT_FLANN, SEL_NN, 163, 4.8, 155, 79.4927, 2.72777, 82.2204
AKAZE, SIFT, MAT_FLANN, SEL_NN, 164, 4.8, 163, 81.0125, 3.08755, 84.1001
AKAZE, SIFT, MAT_FLANN, SEL_NN, 173, 4.8, 164, 69.5757, 2.44463, 72.0203
AKAZE, SIFT, MAT_FLANN, SEL_NN, 175, 4.8, 173, 76.547, 2.95321, 79.5002
AKAZE, SIFT, MAT_FLANN, SEL_NN, 177, 4.8, 175, 79.4242, 2.99958, 82.4238
AKAZE, SIFT, MAT_FLANN, SEL_NN, 179, 4.8, 177, 74.5853, 4.04415, 78.6295
AKAZE, SIFT, MAT_FLANN, SEL_KNN, 157, 4.8, 135, 75.2603, 3.01425, 78.2746
AKAZE, SIFT, MAT_FLANN, SEL_KNN, 161, 4.8, 136, 72.3305, 3.26224, 75.5927
AKAZE, SIFT, MAT_FLANN, SEL_KNN, 155, 4.8, 132, 75.3951, 3.90109, 79.2962
AKAZE, SIFT, MAT_FLANN, SEL_KNN, 163, 4.8, 135, 77.4143, 2.89431, 80.3086
AKAZE, SIFT, MAT_FLANN, SEL_KNN, 164, 4.8, 137, 70.7152, 4.26752, 74.9827
AKAZE, SIFT, MAT_FLANN, SEL_KNN, 173, 4.8, 147, 76.5206, 3.81846, 80.339
AKAZE, SIFT, MAT_FLANN, SEL_KNN, 175, 4.8, 149, 77.7696, 4.69285, 82.4625
AKAZE, SIFT, MAT_FLANN, SEL_KNN, 177, 4.8, 155, 86.2831, 4.60576, 90.8889
AKAZE, SIFT, MAT_FLANN, SEL_KNN, 179, 4.8, 151, 70.6962, 4.91426, 75.6104
SIFT, BRISK, MAT_BF, SEL_NN, 132, 4.96951, 137, 132.589, 0.398628, 132.988
SIFT, BRISK, MAT_BF, SEL_NN, 124, 5.10359, 132, 135.705, 0.407562, 136.113
SIFT, BRISK, MAT_BF, SEL_NN, 137, 2.99994, 124, 134.126, 0.341377, 134.468
SIFT, BRISK, MAT_BF, SEL_NN, 134, 3.31252, 137, 132.459, 0.362925, 132.822
SIFT, BRISK, MAT_BF, SEL_NN, 140, 2.02517, 134, 132.129, 0.324845, 132.453
SIFT, BRISK, MAT_BF, SEL_NN, 137, 3.03291, 140, 123.632, 0.445432, 124.077
SIFT, BRISK, MAT_BF, SEL_NN, 148, 1.86609, 137, 135.85, 0.458987, 136.309
SIFT, BRISK, MAT_BF, SEL_NN, 159, 2.09694, 148, 131.762, 0.517195, 132.279
SIFT, BRISK, MAT_BF, SEL_NN, 137, 2.08917, 159, 128.559, 0.460906, 129.02
SIFT, BRISK, MAT_BF, SEL_KNN, 132, 4.96951, 64, 132.921, 0.361629, 133.282
SIFT, BRISK, MAT_BF, SEL_KNN, 124, 5.10359, 66, 133.961, 0.683107, 134.645
SIFT, BRISK, MAT_BF, SEL_KNN, 137, 2.99994, 62, 128.209, 0.436949, 128.646
SIFT, BRISK, MAT_BF, SEL_KNN, 134, 3.31252, 66, 138.925, 0.427092, 139.352
SIFT, BRISK, MAT_BF, SEL_KNN, 140, 2.02517, 59, 139.173, 0.487862, 139.661
SIFT, BRISK, MAT_BF, SEL_KNN, 137, 3.03291, 64, 139.451, 0.435216, 139.887
SIFT, BRISK, MAT_BF, SEL_KNN, 148, 1.86609, 64, 134.845, 0.8142, 135.66
SIFT, BRISK, MAT_BF, SEL_KNN, 159, 2.09694, 67, 134.919, 0.47641, 135.395
SIFT, BRISK, MAT_BF, SEL_KNN, 137, 2.08917, 80, 130.543, 0.486566, 131.03
SIFT, BRISK, MAT_FLANN, SEL_NN, 132, 4.96951, 137, 131.885, 1.89316, 133.778
SIFT, BRISK, MAT_FLANN, SEL_NN, 124, 5.10359, 132, 134.258, 1.86554, 136.124
SIFT, BRISK, MAT_FLANN, SEL_NN, 137, 2.99994, 124, 127.346, 1.78132, 129.127
SIFT, BRISK, MAT_FLANN, SEL_NN, 134, 3.31252, 137, 132.594, 1.65191, 134.246
SIFT, BRISK, MAT_FLANN, SEL_NN, 140, 2.02517, 134, 130.233, 1.57909, 131.812
SIFT, BRISK, MAT_FLANN, SEL_NN, 137, 3.03291, 140, 140.723, 1.55871, 142.282
SIFT, BRISK, MAT_FLANN, SEL_NN, 148, 1.86609, 137, 132.13, 1.84993, 133.98
SIFT, BRISK, MAT_FLANN, SEL_NN, 159, 2.09694, 148, 137.272, 2.03294, 139.305
SIFT, BRISK, MAT_FLANN, SEL_NN, 137, 2.08917, 159, 134.107, 2.03516, 136.142
SIFT, BRISK, MAT_FLANN, SEL_KNN, 132, 4.96951, 57, 131.55, 2.03598, 133.586
SIFT, BRISK, MAT_FLANN, SEL_KNN, 124, 5.10359, 63, 131.92, 1.88556, 133.806
SIFT, BRISK, MAT_FLANN, SEL_KNN, 137, 2.99994, 59, 136.772, 1.98282, 138.755
SIFT, BRISK, MAT_FLANN, SEL_KNN, 134, 3.31252, 61, 137.729, 1.98377, 139.712
SIFT, BRISK, MAT_FLANN, SEL_KNN, 140, 2.02517, 53, 134.79, 2.05473, 136.844
SIFT, BRISK, MAT_FLANN, SEL_KNN, 137, 3.03291, 54, 134.099, 2.08399, 136.183
SIFT, BRISK, MAT_FLANN, SEL_KNN, 148, 1.86609, 56, 130.216, 2.01493, 132.231
SIFT, BRISK, MAT_FLANN, SEL_KNN, 159, 2.09694, 63, 135.814, 2.02807, 137.842
SIFT, BRISK, MAT_FLANN, SEL_KNN, 137, 2.08917, 74, 134.475, 2.05787, 136.533
SIFT, BRIEF, MAT_BF, SEL_NN, 132, 4.96951, 138, 133.67, 0.33053, 134
SIFT, BRIEF, MAT_BF, SEL_NN, 124, 5.10359, 132, 137.4, 0.35617, 137.756
SIFT, BRIEF, MAT_BF, SEL_NN, 137, 2.99994, 124, 137.182, 0.335659, 137.518
SIFT, BRIEF, MAT_BF, SEL_NN, 134, 3.31252, 137, 132.522, 0.309269, 132.832
SIFT, BRIEF, MAT_BF, SEL_NN, 140, 2.02517, 134, 128.238, 0.352228, 128.591
SIFT, BRIEF, MAT_BF, SEL_NN, 137, 3.03291, 140, 135.974, 0.32134, 136.295
SIFT, BRIEF, MAT_BF, SEL_NN, 148, 1.86609, 137, 140.678, 0.334873, 141.013
SIFT, BRIEF, MAT_BF, SEL_NN, 159, 2.09694, 148, 136.735, 0.395426, 137.13
SIFT, BRIEF, MAT_BF, SEL_NN, 137, 2.08917, 159, 140.793, 0.410142, 141.203
SIFT, BRIEF, MAT_BF, SEL_KNN, 132, 4.96951, 86, 136.476, 0.479581, 136.956
SIFT, BRIEF, MAT_BF, SEL_KNN, 124, 5.10359, 78, 139.631, 0.413, 140.044
SIFT, BRIEF, MAT_BF, SEL_KNN, 137, 2.99994, 76, 133.44, 0.419335, 133.859
SIFT, BRIEF, MAT_BF, SEL_KNN, 134, 3.31252, 85, 137.067, 0.421644, 137.488
SIFT, BRIEF, MAT_BF, SEL_KNN, 140, 2.02517, 69, 137.036, 0.412675, 137.448
SIFT, BRIEF, MAT_BF, SEL_KNN, 137, 3.03291, 74, 138.815, 0.422503, 139.238
SIFT, BRIEF, MAT_BF, SEL_KNN, 148, 1.86609, 76, 133.544, 0.387303, 133.931
SIFT, BRIEF, MAT_BF, SEL_KNN, 159, 2.09694, 70, 132.456, 0.511083, 132.967
SIFT, BRIEF, MAT_BF, SEL_KNN, 137, 2.08917, 88, 134.9, 0.445794, 135.346
SIFT, BRIEF, MAT_FLANN, SEL_NN, 132, 4.96951, 138, 137.09, 1.69976, 138.79
SIFT, BRIEF, MAT_FLANN, SEL_NN, 124, 5.10359, 132, 131.25, 1.51328, 132.763
SIFT, BRIEF, MAT_FLANN, SEL_NN, 137, 2.99994, 124, 136.46, 1.41916, 137.879
SIFT, BRIEF, MAT_FLANN, SEL_NN, 134, 3.31252, 137, 139.331, 1.59844, 140.93
SIFT, BRIEF, MAT_FLANN, SEL_NN, 140, 2.02517, 134, 132.561, 1.54604, 134.107
SIFT, BRIEF, MAT_FLANN, SEL_NN, 137, 3.03291, 140, 137.435, 1.50412, 138.939
SIFT, BRIEF, MAT_FLANN, SEL_NN, 148, 1.86609, 137, 131.121, 1.52746, 132.649
SIFT, BRIEF, MAT_FLANN, SEL_NN, 159, 2.09694, 148, 139.071, 1.59327, 140.665
SIFT, BRIEF, MAT_FLANN, SEL_NN, 137, 2.08917, 159, 139.887, 1.74094, 141.628
SIFT, BRIEF, MAT_FLANN, SEL_KNN, 132, 4.96951, 63, 133.402, 1.77074, 135.173
SIFT, BRIEF, MAT_FLANN, SEL_KNN, 124, 5.10359, 74, 136.636, 1.68862, 138.324
SIFT, BRIEF, MAT_FLANN, SEL_KNN, 137, 2.99994, 64, 140.444, 1.6047, 142.049
SIFT, BRIEF, MAT_FLANN, SEL_KNN, 134, 3.31252, 66, 131.254, 1.56919, 132.823
SIFT, BRIEF, MAT_FLANN, SEL_KNN, 140, 2.02517, 53, 131.022, 1.74756, 132.769
SIFT, BRIEF, MAT_FLANN, SEL_KNN, 137, 3.03291, 57, 135.813, 1.88762, 137.7
SIFT, BRIEF, MAT_FLANN, SEL_KNN, 148, 1.86609, 72, 131.665, 1.69877, 133.364
SIFT, BRIEF, MAT_FLANN, SEL_KNN, 159, 2.09694, 67, 132.609, 1.917, 134.526
SIFT, BRIEF, MAT_FLANN, SEL_KNN, 137, 2.08917, 84, 135.186, 1.86405, 137.05
SIFT, FREAK, MAT_BF, SEL_NN, 132, 4.96951, 137, 136.68, 0.348316, 137.028
SIFT, FREAK, MAT_BF, SEL_NN, 124, 5.10359, 131, 141.456, 0.336111, 141.793
SIFT, FREAK, MAT_BF, SEL_NN, 137, 2.99994, 123, 136.536, 0.318082, 136.854
SIFT, FREAK, MAT_BF, SEL_NN, 134, 3.31252, 136, 132.199, 0.330663, 132.53
